NAICS,NAICS_desc,NAICS_sector_desc,NAICS_3_desc,NAICS_4_desc,NAICS_5_desc
453910,Pet and Pet Supplies Stores ,Retail Trade,Miscellaneous Store Retailers ,Other Miscellaneous Store Retailers ,Pet and Pet Supplies Stores 
453920,Art Dealers ,Retail Trade,Miscellaneous Store Retailers ,Other Miscellaneous Store Retailers ,Art Dealers 
453930,Manufactured (Mobile) Home Dealers ,Retail Trade,Miscellaneous Store Retailers ,Other Miscellaneous Store Retailers ,Manufactured (Mobile) Home Dealers 
453991,Tobacco Stores ,Retail Trade,Miscellaneous Store Retailers ,Other Miscellaneous Store Retailers ,All Other Miscellaneous Store Retailers 
453998,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,Retail Trade,Miscellaneous Store Retailers ,Other Miscellaneous Store Retailers ,All Other Miscellaneous Store Retailers 
454110,Electronic Shopping and Mail-Order Houses ,Retail Trade,Nonstore Retailers ,Electronic Shopping and Mail-Order Houses ,Electronic Shopping and Mail-Order Houses 
454111,Electronic Shopping ,Retail Trade,Nonstore Retailers ,Electronic Shopping and Mail-Order Houses ,Electronic Shopping and Mail-Order Houses 
454112,Electronic Auctions ,Retail Trade,Nonstore Retailers ,Electronic Shopping and Mail-Order Houses ,Electronic Shopping and Mail-Order Houses 
454113,Mail-Order Houses ,Retail Trade,Nonstore Retailers ,Electronic Shopping and Mail-Order Houses ,Electronic Shopping and Mail-Order Houses 
454210,Vending Machine Operators ,Retail Trade,Nonstore Retailers ,Vending Machine Operators ,Vending Machine Operators 
454310,Fuel Dealers ,Retail Trade,Nonstore Retailers ,Direct Selling Establishments ,Fuel Dealers 
454311,Heating Oil Dealers,Retail Trade,Nonstore Retailers ,Direct Selling Establishments ,Fuel Dealers 
454312,Liquefied Petroleum Gas (Bottled Gas) Dealers,Retail Trade,Nonstore Retailers ,Direct Selling Establishments ,Fuel Dealers 
454319,Other Fuel Dealers,Retail Trade,Nonstore Retailers ,Direct Selling Establishments ,Fuel Dealers 
454390,Other Direct Selling Establishments ,Retail Trade,Nonstore Retailers ,Direct Selling Establishments ,Other Direct Selling Establishments 
481111,Scheduled Passenger Air Transportation ,Transportation and Warehousing,Air Transportation,Scheduled Air Transportation,Scheduled Air Transportation
481112,Scheduled Freight Air Transportation ,Transportation and Warehousing,Air Transportation,Scheduled Air Transportation,Scheduled Air Transportation
481211,Nonscheduled Chartered Passenger Air Transportation ,Transportation and Warehousing,Air Transportation,Nonscheduled Air Transportation,Nonscheduled Air Transportation
481212,Nonscheduled Chartered Freight Air Transportation ,Transportation and Warehousing,Air Transportation,Nonscheduled Air Transportation,Nonscheduled Air Transportation
481219,Other Nonscheduled Air Transportation ,Transportation and Warehousing,Air Transportation,Nonscheduled Air Transportation,Nonscheduled Air Transportation
482111,Line-Haul Railroads ,Transportation and Warehousing,Rail Transportation,Rail Transportation,Rail Transportation
482112,Short Line Railroads ,Transportation and Warehousing,Rail Transportation,Rail Transportation,Rail Transportation
483111,Deep Sea Freight Transportation ,Transportation and Warehousing,Water Transportation,"Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation"
483112,Deep Sea Passenger Transportation ,Transportation and Warehousing,Water Transportation,"Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation"
483113,Coastal and Great Lakes Freight Transportation ,Transportation and Warehousing,Water Transportation,"Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation"
483114,Coastal and Great Lakes Passenger Transportation ,Transportation and Warehousing,Water Transportation,"Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation"
483211,Inland Water Freight Transportation ,Transportation and Warehousing,Water Transportation,Inland Water Transportation,Inland Water Transportation
483212,Inland Water Passenger Transportation ,Transportation and Warehousing,Water Transportation,Inland Water Transportation,Inland Water Transportation
484110,"General Freight Trucking, Local ",Transportation and Warehousing,Truck Transportation,General Freight Trucking,"General Freight Trucking, Local"
484121,"General Freight Trucking, Long-Distance, Truckload ",Transportation and Warehousing,Truck Transportation,General Freight Trucking,"General Freight Trucking, Long-Distance"
484122,"General Freight Trucking, Long-Distance, Less Than Truckload ",Transportation and Warehousing,Truck Transportation,General Freight Trucking,"General Freight Trucking, Long-Distance"
484210,Used Household and Office Goods Moving,Transportation and Warehousing,Truck Transportation,Specialized Freight Trucking,Used Household and Office Goods Moving
484220,"Specialized Freight (except Used Goods) Trucking, Local ",Transportation and Warehousing,Truck Transportation,Specialized Freight Trucking,"Specialized Freight (except Used Goods) Trucking, Local"
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ",Transportation and Warehousing,Truck Transportation,Specialized Freight Trucking,"Specialized Freight (except Used Goods) Trucking, Long-Distance"
485111,Mixed Mode Transit Systems ,Transportation and Warehousing,Transit and Ground Passenger Transportation,Urban Transit Systems,Urban Transit Systems
485112,Commuter Rail Systems ,Transportation and Warehousing,Transit and Ground Passenger Transportation,Urban Transit Systems,Urban Transit Systems
485113,Bus and Other Motor Vehicle Transit Systems ,Transportation and Warehousing,Transit and Ground Passenger Transportation,Urban Transit Systems,Urban Transit Systems
485119,Other Urban Transit Systems ,Transportation and Warehousing,Transit and Ground Passenger Transportation,Urban Transit Systems,Urban Transit Systems
485210,Interurban and Rural Bus Transportation,Transportation and Warehousing,Transit and Ground Passenger Transportation,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation
485310,Taxi Service ,Transportation and Warehousing,Transit and Ground Passenger Transportation,Taxi and Limousine Service,Taxi Service
485320,Limousine Service,Transportation and Warehousing,Transit and Ground Passenger Transportation,Taxi and Limousine Service,Limousine Service
485410,School and Employee Bus Transportation,Transportation and Warehousing,Transit and Ground Passenger Transportation,School and Employee Bus Transportation,School and Employee Bus Transportation
485510,Charter Bus Industry,Transportation and Warehousing,Transit and Ground Passenger Transportation,Charter Bus Industry,Charter Bus Industry
485991,Special Needs Transportation ,Transportation and Warehousing,Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation
485999,All Other Transit and Ground Passenger Transportation ,Transportation and Warehousing,Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation
486110,Pipeline Transportation of Crude Oil,Transportation and Warehousing,Pipeline Transportation,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil
486210,Pipeline Transportation of Natural Gas,Transportation and Warehousing,Pipeline Transportation,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas
486910,Pipeline Transportation of Refined Petroleum Products,Transportation and Warehousing,Pipeline Transportation,Other Pipeline Transportation,Pipeline Transportation of Refined Petroleum Products
486990,All Other Pipeline Transportation,Transportation and Warehousing,Pipeline Transportation,Other Pipeline Transportation,All Other Pipeline Transportation
487110,"Scenic and Sightseeing Transportation, Land",Transportation and Warehousing,Scenic and Sightseeing Transportation,"Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land"
487210,"Scenic and Sightseeing Transportation, Water",Transportation and Warehousing,Scenic and Sightseeing Transportation,"Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water"
487990,"Scenic and Sightseeing Transportation, Other",Transportation and Warehousing,Scenic and Sightseeing Transportation,"Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other"
488111,Air Traffic Control,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Air Transportation,Airport Operations
488119,Other Airport Operations ,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Air Transportation,Airport Operations
488190,Other Support Activities for Air Transportation,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Air Transportation,Other Support Activities for Air Transportation
488210,Support Activities for Rail Transportation,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Rail Transportation,Support Activities for Rail Transportation
488310,Port and Harbor Operations,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Water Transportation,Port and Harbor Operations
488320,Marine Cargo Handling,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Water Transportation,Marine Cargo Handling
488330,Navigational Services to Shipping ,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Water Transportation,Navigational Services to Shipping
488390,Other Support Activities for Water Transportation,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Water Transportation,Other Support Activities for Water Transportation
488410,Motor Vehicle Towing,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Road Transportation,Motor Vehicle Towing
488490,Other Support Activities for Road Transportation ,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Road Transportation,Other Support Activities for Road Transportation
488510,Freight Transportation Arrangement ,Transportation and Warehousing,Support Activities for Transportation,Freight Transportation Arrangement,Freight Transportation Arrangement
488991,Packing and Crating ,Transportation and Warehousing,Support Activities for Transportation,Other Support Activities for Transportation,Other Support Activities for Transportation
488999,All Other Support Activities for Transportation ,Transportation and Warehousing,Support Activities for Transportation,Other Support Activities for Transportation,Other Support Activities for Transportation
491110,Postal Service,Transportation and Warehousing,Postal Service,Postal Service,Postal Service
492110,Couriers and Express Delivery Services,Transportation and Warehousing,Couriers and Messengers,Couriers and Express Delivery Services,Couriers and Express Delivery Services
492210,Local Messengers and Local Delivery,Transportation and Warehousing,Couriers and Messengers,Local Messengers and Local Delivery,Local Messengers and Local Delivery
493110,General Warehousing and Storage ,Transportation and Warehousing,Warehousing and Storage,Warehousing and Storage,General Warehousing and Storage
493120,Refrigerated Warehousing and Storage,Transportation and Warehousing,Warehousing and Storage,Warehousing and Storage,Refrigerated Warehousing and Storage
493130,Farm Product Warehousing and Storage,Transportation and Warehousing,Warehousing and Storage,Warehousing and Storage,Farm Product Warehousing and Storage
493190,Other Warehousing and Storage,Transportation and Warehousing,Warehousing and Storage,Warehousing and Storage,Other Warehousing and Storage
511110,Newspaper Publishers ,Information,Publishing Industries (except Internet),"Newspaper, Periodical, Book, and Directory Publishers",Newspaper Publishers
511120,Periodical Publishers ,Information,Publishing Industries (except Internet),"Newspaper, Periodical, Book, and Directory Publishers",Periodical Publishers
511130,Book Publishers ,Information,Publishing Industries (except Internet),"Newspaper, Periodical, Book, and Directory Publishers",Book Publishers
511140,Directory and Mailing List Publishers ,Information,Publishing Industries (except Internet),"Newspaper, Periodical, Book, and Directory Publishers",Directory and Mailing List Publishers
511191,Greeting Card Publishers ,Information,Publishing Industries (except Internet),"Newspaper, Periodical, Book, and Directory Publishers",Other Publishers
511199,All Other Publishers ,Information,Publishing Industries (except Internet),"Newspaper, Periodical, Book, and Directory Publishers",Other Publishers
511210,Software Publishers,Information,Publishing Industries (except Internet),Software Publishers,Software Publishers
512110,Motion Picture and Video Production ,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries,Motion Picture and Video Production
512120,Motion Picture and Video Distribution,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries,Motion Picture and Video Distribution
512131,Motion Picture Theaters (except Drive-Ins) ,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries,Motion Picture and Video Exhibition
512132,Drive-In Motion Picture Theaters ,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries,Motion Picture and Video Exhibition
512191,Teleproduction and Other Postproduction Services ,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries,Postproduction Services and Other Motion Picture and Video Industries
512199,Other Motion Picture and Video Industries ,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries,Postproduction Services and Other Motion Picture and Video Industries
512210,Record Production,Information,Motion Picture and Sound Recording Industries,Sound Recording Industries,Record Production
512220,Integrated Record Production/Distribution,Information,Motion Picture and Sound Recording Industries,Sound Recording Industries,Integrated Record Production/Distribution
512230,Music Publishers,Information,Motion Picture and Sound Recording Industries,Sound Recording Industries,Music Publishers
512240,Sound Recording Studios,Information,Motion Picture and Sound Recording Industries,Sound Recording Industries,Sound Recording Studios
512250,Record Production and Distribution,Information,Motion Picture and Sound Recording Industries,Sound Recording Industries,Record Production and Distribution
512290,Other Sound Recording Industries,Information,Motion Picture and Sound Recording Industries,Sound Recording Industries,Other Sound Recording Industries
515111,Radio Networks ,Information,Broadcasting (except Internet),Radio and Television Broadcasting,Radio Broadcasting
515112,Radio Stations ,Information,Broadcasting (except Internet),Radio and Television Broadcasting,Radio Broadcasting
